"CMPLNT_NUM","ADDR_PCT_CD","BORO_NM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","CRM_ATPT_CPTD_CD","HADEVELOPT","HOUSING_PSA","JURISDICTION_CODE","JURIS_DESC","KY_CD","LAW_CAT_CD","LOC_OF_OCCUR_DESC","OFNS_DESC","PARKS_NM","PATROL_BORO","PD_CD","PD_DESC","PREM_TYP_DESC","RPT_DT","STATION_NAME","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","TRANSIT_DISTRICT","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lat_Lon","New Georeferenced Column"
"312800297","123","STATEN ISLAND","01/01/2017","00:00:00","07/03/2025","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO STATEN ISLAND","157","RAPE 1","RESIDENCE-HOUSE","09/12/2025","(null)","25-44","WHITE","M",,"<18","WHITE","F","914803","125922","40.51203825352","-74.24975495245","(40.5120382535219, -74.2497549524458)","POINT (-74.2497549524458 40.5120382535219)"
"301107420","68","BROOKLYN","01/01/2017","12:00:00","12/31/2018","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN SOUTH","175","SEXUAL ABUSE 3,2","RESIDENCE-HOUSE","02/14/2025","(null)","18-24","WHITE HISPANIC","M",,"<18","WHITE HISPANIC","F","977947","172030","40.63886517059","-74.02271208766","(40.6388651705916, -74.0227120876572)","POINT (-74.0227120876572 40.6388651705916)"
"301107418","68","BROOKLYN","01/01/2017","12:00:00","12/31/2018","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN SOUTH","175","SEXUAL ABUSE 3,2","RESIDENCE-HOUSE","02/14/2025","(null)","18-24","WHITE HISPANIC","M",,"<18","WHITE HISPANIC","F","977947","172030","40.63886517059","-74.02271208766","(40.6388651705916, -74.0227120876572)","POINT (-74.0227120876572 40.6388651705916)"
"301589421","66","BROOKLYN","01/01/2017","00:00:00","12/31/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN SOUTH","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","02/24/2025","(null)","45-64","UNKNOWN","M",,"18-24","WHITE","F","986764","167283","40.62583754528","-73.99094489423","(40.6258375452829, -73.9909448942322)","POINT (-73.9909448942322 40.6258375452829)"
"299929477","79","BROOKLYN","01/01/2017","00:00:00","01/31/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO BKLYN NORTH","157","RAPE 1","RESIDENCE - APT. HOUSE","01/23/2025","(null)","25-44","BLACK","M",,"<18","BLACK","F","999496","190300","40.68900139556","-73.94502653287","(40.68900139556, -73.9450265328727)","POINT (-73.9450265328727 40.68900139556)"
"311648197","77","BROOKLYN","01/01/2017","00:00:00","12/31/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","175","SEXUAL ABUSE 3,2","OTHER","08/22/2025","(null)","45-64","UNKNOWN","M",,"18-24","WHITE","F","1003509","185018","40.67449568653","-73.9305713256","(40.6744956865259, -73.9305713255961)","POINT (-73.9305713255961 40.6744956865259)"
"304796410","77","BROOKLYN","01/01/2017","00:01:00","12/31/2017","23:59:00","COMPLETED","(null)","365","2","N.Y. HOUSING POLICE","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","175","SEXUAL ABUSE 3,2","RESIDENCE - PUBLIC HOUSING","04/15/2025","(null)","UNKNOWN","UNKNOWN","F",,"<18","BLACK","F","1003509","185018","40.67449568653","-73.9305713256","(40.6744956865259, -73.9305713255961)","POINT (-73.9305713255961 40.6744956865259)"
"303265689","71","BROOKLYN","01/01/2017","00:01:00","01/01/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BKLYN SOUTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","03/19/2025","(null)","25-44","BLACK","M",,"<18","WHITE","F","1003539","181296","40.66428","-73.930473","(40.66428, -73.930473)","POINT (-73.930473 40.66428)"
"299567845","81","BROOKLYN","01/01/2017","08:00:00","01/31/2017","17:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","177","SEXUAL ABUSE","RESIDENCE - APT. HOUSE","01/16/2025","(null)","18-24","BLACK","F",,"<18","BLACK","F","1005319","190473","40.68946429526","-73.92402908995","(40.6894642952604, -73.9240290899499)","POINT (-73.9240290899499 40.6894642952604)"
"311973711","81","BROOKLYN","01/01/2017","09:00:00","08/26/2025","10:00:00","COMPLETED","(null)","450","2","N.Y. HOUSING POLICE","112","FELONY","INSIDE","THEFT-FRAUD","(null)","PATROL BORO BKLYN NORTH","739","FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - PUBLIC HOUSING","08/27/2025","(null)","UNKNOWN","UNKNOWN","U",,"45-64","BLACK","M","1004856","187467","40.681217","-73.925707","(40.681217, -73.925707)","POINT (-73.925707 40.681217)"
"305684450","44","BRONX","01/01/2017","00:00:00","12/31/2018","00:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","177","SEXUAL ABUSE","RESIDENCE - APT. HOUSE","05/01/2025","(null)","UNKNOWN","UNKNOWN","M",,"<18","WHITE HISPANIC","F","1006490","244533","40.83784212093","-73.91962775174","(40.8378421209284, -73.9196277517392)","POINT (-73.9196277517392 40.8378421209284)"
"313632046","83","BROOKLYN","01/01/2017","00:00:00","12/31/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","09/26/2025","(null)","UNKNOWN","UNKNOWN","U",,"<18","UNKNOWN","F","1007052","193757","40.6984738177","-73.91776898122","(40.6984738177025, -73.917768981221)","POINT (-73.917768981221 40.6984738177025)"
"312250561","42","BRONX","01/01/2017","00:00:00","08/01/2022","00:00:00","ATTEMPTED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO BRONX","153","RAPE 3","RESIDENCE - APT. HOUSE","09/02/2025","(null)","45-64","WHITE HISPANIC","M",,"<18","BLACK HISPANIC","F","1008690","238862","40.82227104113","-73.91169778028","(40.8222710411331, -73.911697780277)","POINT (-73.911697780277 40.8222710411331)"
"308742536","46","BRONX","01/01/2017","00:00:00","12/31/2020","23:59:00","ATTEMPTED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","06/27/2025","(null)","18-24","UNKNOWN","M",,"<18","BLACK HISPANIC","M","1011755","250279","40.85359836738","-73.90057688073","(40.8535983673823, -73.9005768807295)","POINT (-73.9005768807295 40.8535983673823)"
"313685299","46","BRONX","01/01/2017","00:00:00","12/31/2019","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","175","SEXUAL ABUSE 3,2","RESIDENCE-HOUSE","09/29/2025","(null)","45-64","UNKNOWN","M",,"18-24","UNKNOWN","F","1011755","250279","40.85359836738","-73.90057688073","(40.8535983673823, -73.9005768807295)","POINT (-73.9005768807295 40.8535983673823)"
"304483603","41","BRONX","01/01/2017","00:00:00","01/01/2018","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","04/09/2025","(null)","45-64","WHITE","M",,"25-44","WHITE","F","1013037","236657","40.81620584392","-73.89600119326","(40.8162058439227, -73.8960011932583)","POINT (-73.8960011932583 40.8162058439227)"
"310332983","104","QUEENS","01/01/2017","00:00:00","01/19/2019","00:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS NORTH","177","SEXUAL ABUSE","RESIDENCE-HOUSE","07/28/2025","(null)","UNKNOWN","UNKNOWN","U",,"<18","WHITE HISPANIC","F","1013701","195936","40.70443502967","-73.89378071416","(40.7044350296655, -73.8937807141634)","POINT (-73.8937807141634 40.7044350296655)"
"305921905","104","QUEENS","01/01/2017","00:01:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS NORTH","177","SEXUAL ABUSE","RESIDENCE-HOUSE","05/06/2025","(null)","45-64","UNKNOWN","M",,"<18","WHITE HISPANIC","F","1013701","195936","40.70443502967","-73.89378071416","(40.7044350296655, -73.8937807141634)","POINT (-73.8937807141634 40.7044350296655)"
"313711607","75","BROOKLYN","01/01/2017","00:00:00","12/31/2018","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","09/30/2025","(null)","UNKNOWN","UNKNOWN","M",,"<18","WHITE HISPANIC","F","1017036","183890","40.67135982034","-73.88181102317","(40.6713598203364, -73.8818110231735)","POINT (-73.8818110231735 40.6713598203364)"
"306102480","115","QUEENS","01/01/2017","00:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS NORTH","177","SEXUAL ABUSE","RESIDENCE-HOUSE","05/08/2025","(null)","UNKNOWN","UNKNOWN","M",,"<18","WHITE HISPANIC","F","1018623","214936","40.75656758464","-73.87593153413","(40.7565675846374, -73.8759315341335)","POINT (-73.8759315341335 40.7565675846374)"
"301117112","43","BRONX","01/01/2017","18:00:00","01/01/2021","17:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO BRONX","157","RAPE 1","RESIDENCE - APT. HOUSE","02/14/2025","(null)","UNKNOWN","WHITE HISPANIC","M",,"<18","WHITE HISPANIC","F","1020219","239110","40.82291230848","-73.87004130432","(40.8229123084767, -73.8700413043181)","POINT (-73.8700413043181 40.8229123084767)"
"312946773","112","QUEENS","01/01/2017","12:00:00","01/01/2019","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS NORTH","177","SEXUAL ABUSE","RESIDENCE - APT. HOUSE","09/15/2025","(null)","UNKNOWN","UNKNOWN","U",,"<18","WHITE HISPANIC","F","1025401","202586","40.72264099648","-73.85154182168","(40.7226409964758, -73.8515418216779)","POINT (-73.8515418216779 40.7226409964758)"
"304204231","47","BRONX","01/01/2017","00:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","177","SEXUAL ABUSE","RESIDENCE - APT. HOUSE","04/04/2025","(null)","25-44","WHITE HISPANIC","M",,"<18","UNKNOWN","F","1026480","262584","40.88731363447","-73.84727175776","(40.8873136344706, -73.8472717577564)","POINT (-73.8472717577564 40.8873136344706)"
"308900867","45","BRONX","01/01/2017","00:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","177","SEXUAL ABUSE","RESIDENCE-HOUSE","06/30/2025","(null)","25-44","BLACK","M",,"<18","UNKNOWN","F","1032091","241976","40.83072232777","-73.82712605886","(40.8307223277672, -73.8271260588639)","POINT (-73.8271260588639 40.8307223277672)"
"306886047","102","QUEENS","01/01/2017","00:01:00","12/31/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS SOUTH","177","SEXUAL ABUSE","RESIDENCE-HOUSE","05/23/2025","(null)","UNKNOWN","UNKNOWN","M",,"<18","ASIAN / PACIFIC ISLANDER","F","1030953","194101","40.69932415739","-73.83157088767","(40.69932415739, -73.831570887672)","POINT (-73.831570887672 40.69932415739)"
"308522627","48","BRONX","01/30/2017","00:01:00","07/31/2019","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","180","COURSE OF SEXUAL CONDUCT AGAIN","RESIDENCE - APT. HOUSE","06/23/2025","(null)","25-44","UNKNOWN","M",,"<18","WHITE HISPANIC","F","1011751","246839","40.84415660002","-73.90060544897","(40.8441566000203, -73.9006054489734)","POINT (-73.9006054489734 40.8441566000203)"
"299782232","41","BRONX","01/30/2017","00:00:00","06/30/2024","00:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BRONX","407","LARCENY,GRAND BY DISHONEST EMP","COMMERCIAL BUILDING","01/21/2025","(null)","25-44","WHITE HISPANIC","F",,"UNKNOWN","UNKNOWN","D","1014308","237859","40.819503","-73.891402","(40.819503, -73.891402)","POINT (-73.891402 40.819503)"
"300405075","111","QUEENS","02/01/2017","23:00:00","02/01/2017","23:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO QUEENS NORTH","157","RAPE 1","RESIDENCE-HOUSE","02/01/2025","(null)","25-44","WHITE","M",,"<18","WHITE","F","1048659","216392","40.76039613927","-73.76750253495","(40.7603961392658, -73.7675025349456)","POINT (-73.7675025349456 40.7603961392658)"
"300748783","40","BRONX","02/02/2017","00:00:00","02/02/2017","23:00:00","COMPLETED","(null)","833","2","N.Y. HOUSING POLICE","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","175","SEXUAL ABUSE 3,2","RESIDENCE - PUBLIC HOUSING","02/07/2025","(null)","65+","UNKNOWN","M",,"25-44","BLACK","F","1005028","234516","40.81035186346","-73.92494232564","(40.8103518634571, -73.924942325642)","POINT (-73.924942325642 40.8103518634571)"
"304741860","40","BRONX","02/13/2017","00:00:00","02/19/2019","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO BRONX","157","RAPE 1","RESIDENCE - APT. HOUSE","04/14/2025","(null)","25-44","WHITE HISPANIC","M",,"<18","WHITE HISPANIC","F","1005028","234516","40.81035186346","-73.92494232564","(40.8103518634571, -73.924942325642)","POINT (-73.924942325642 40.8103518634571)"
"301238989","105","QUEENS","02/16/2017","20:00:00","02/16/2025","20:20:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","PATROL BORO QUEENS SOUTH","639","AGGRAVATED HARASSMENT 2","RESIDENCE-HOUSE","02/17/2025","(null)","45-64","BLACK","M",,"65+","BLACK","M","1054477","190948","40.690517","-73.746766","(40.690517, -73.746766)","POINT (-73.746766 40.690517)"
"312086903","48","BRONX","03/01/2017","00:00:00","03/31/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","08/29/2025","(null)","25-44","BLACK","M",,"25-44","BLACK","F","1011751","246839","40.84415660002","-73.90060544897","(40.8441566000203, -73.9006054489734)","POINT (-73.9006054489734 40.8441566000203)"
"302017587","81","BROOKLYN","03/03/2017","08:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","170","SEXUAL MISCONDUCT,INTERCOURSE","PUBLIC SCHOOL","03/04/2025","(null)","<18","UNKNOWN","M",,"<18","UNKNOWN","F","1005319","190473","40.68946429526","-73.92402908995","(40.6894642952604, -73.9240290899499)","POINT (-73.9240290899499 40.6894642952604)"
"310687391","106","QUEENS","03/09/2017","12:00:00","08/02/2025","15:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","113","FELONY","INSIDE","FORGERY","(null)","PATROL BORO QUEENS SOUTH","729","FORGERY,ETC.,UNCLASSIFIED-FELO","RESTAURANT/DINER","08/02/2025","(null)","UNKNOWN","WHITE","M",,"65+","WHITE","F","1028966","177949","40.655002","-73.838842","(40.655002, -73.838842)","POINT (-73.838842 40.655002)"
"298989376","45","BRONX","03/18/2017","12:00:00","01/06/2025","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO BRONX","157","RAPE 1","RESIDENCE - APT. HOUSE","01/06/2025","(null)","45-64","BLACK HISPANIC","M",,"<18","BLACK","F","1032091","241976","40.83072232777","-73.82712605886","(40.8307223277672, -73.8271260588639)","POINT (-73.8271260588639 40.8307223277672)"
"301664167","104","QUEENS","03/24/2017","00:01:00","03/24/2018","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS NORTH","177","SEXUAL ABUSE","RESIDENCE-HOUSE","02/25/2025","(null)","UNKNOWN","UNKNOWN","M",,"<18","UNKNOWN","F","1013701","195936","40.70443502967","-73.89378071416","(40.7044350296655, -73.8937807141634)","POINT (-73.8937807141634 40.7044350296655)"
"308516073","63","BROOKLYN","04/06/2017","01:40:00","06/19/2025","11:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","340","MISDEMEANOR","FRONT OF","FRAUDS","(null)","PATROL BORO BKLYN SOUTH","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","RESIDENCE-HOUSE","06/19/2025","(null)","UNKNOWN","BLACK","U",,"25-44","BLACK","M","1003946","167104","40.625326","-73.929045","(40.625326, -73.929045)","POINT (-73.929045 40.625326)"
"301604356","67","BROOKLYN","06/01/2017","17:00:00","12/31/2017","23:56:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO BKLYN SOUTH","153","RAPE 3","RESIDENCE - APT. HOUSE","02/24/2025","(null)","UNKNOWN","UNKNOWN","M",,"<18","BLACK","F","997843","175671","40.64885074699","-73.95101651062","(40.6488507469884, -73.951016510623)","POINT (-73.951016510623 40.6488507469884)"
"302939416","30","MANHATTAN","06/01/2017","07:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO MAN NORTH","177","SEXUAL ABUSE","RESIDENCE - APT. HOUSE","02/25/2025","(null)","25-44","BLACK HISPANIC","M",,"<18","BLACK HISPANIC","F","999790","241169","40.82862324005","-73.94384883699","(40.8286232400477, -73.9438488369889)","POINT (-73.9438488369889 40.8286232400477)"
"301705017","112","QUEENS","06/01/2017","10:00:00","02/24/2025","13:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO QUEENS NORTH","432","LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED","RESIDENCE - APT. HOUSE","02/24/2025","(null)","UNKNOWN","UNKNOWN","U",,"25-44","WHITE HISPANIC","M","1021340","205448","40.730515","-73.866174","(40.730515, -73.866174)","POINT (-73.866174 40.730515)"
"301423727","43","BRONX","06/12/2017","10:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","113","FELONY","INSIDE","FORGERY","(null)","PATROL BORO BRONX","729","FORGERY,ETC.,UNCLASSIFIED-FELO","RESIDENCE - APT. HOUSE","02/20/2025","(null)","45-64","BLACK","M",,"45-64","BLACK","F","1025517","239710","40.824538","-73.850892","(40.824538, -73.850892)","POINT (-73.850892 40.824538)"
"309316412","5","MANHATTAN","06/15/2017","09:30:00","06/15/2017","09:30:00","COMPLETED","(null)",,"73","DISTRICT ATTORNEY OFFICE","126","FELONY","INSIDE","MISCELLANEOUS PENAL LAW","(null)","PATROL BORO MAN SOUTH","764","BAIL JUMPING 1 & 2","PUBLIC BUILDING","07/09/2025","(null)","25-44","WHITE HISPANIC","M",,"UNKNOWN","UNKNOWN","E","983903","200257","40.716345","-74.001252","(40.716345, -74.001252)","POINT (-74.001252 40.716345)"
"301599784","41","BRONX","06/21/2017","00:01:00","06/21/2018","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","02/24/2025","(null)","UNKNOWN","UNKNOWN","U",,"<18","UNKNOWN","F","1013037","236657","40.81620584392","-73.89600119326","(40.8162058439227, -73.8960011932583)","POINT (-73.8960011932583 40.8162058439227)"
"312978224","66","BROOKLYN","06/28/2017","00:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO BKLYN SOUTH","153","RAPE 3","RESIDENCE - APT. HOUSE","08/27/2025","(null)","25-44","WHITE","M",,"25-44","WHITE","F","986764","167283","40.62583754528","-73.99094489423","(40.6258375452829, -73.9909448942322)","POINT (-73.9909448942322 40.6258375452829)"
"311999326","77","BROOKLYN","06/28/2017","00:00:00","01/06/2018","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","08/27/2025","(null)","UNKNOWN","UNKNOWN","M",,"25-44","UNKNOWN","F","1003509","185018","40.67449568653","-73.9305713256","(40.6744956865259, -73.9305713255961)","POINT (-73.9305713255961 40.6744956865259)"
"304081615","81","BROOKLYN","07/01/2017","12:00:00","04/02/2025","22:10:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","177","SEXUAL ABUSE","RESIDENCE-HOUSE","04/02/2025","(null)","45-64","BLACK","M",,"<18","BLACK","F","1005319","190473","40.68946429526","-73.92402908995","(40.6894642952604, -73.9240290899499)","POINT (-73.9240290899499 40.6894642952604)"
"306880151","34","MANHATTAN","07/11/2017","00:01:00","07/12/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO MAN NORTH","170","SEXUAL MISCONDUCT,INTERCOURSE","RESIDENCE - APT. HOUSE","05/22/2025","(null)","UNKNOWN","UNKNOWN","M",,"25-44","WHITE","F","1002173","249401","40.85121316769","-73.93521605199","(40.8512131676868, -73.9352160519866)","POINT (-73.9352160519866 40.8512131676868)"
"306427035","66","BROOKLYN","07/13/2017","00:00:00","07/14/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN SOUTH","170","SEXUAL MISCONDUCT,INTERCOURSE","HOTEL/MOTEL","05/14/2025","(null)","25-44","WHITE","M",,"25-44","WHITE","F","986764","167283","40.62583754528","-73.99094489423","(40.6258375452829, -73.9909448942322)","POINT (-73.9909448942322 40.6258375452829)"
"299506709","69","BROOKLYN","07/25/2017","00:01:00","12/31/2018","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO BKLYN SOUTH","157","RAPE 1","RESIDENCE-HOUSE","01/15/2025","(null)","25-44","UNKNOWN","M",,"<18","BLACK","F","1010541","175595","40.64861355106","-73.90525720323","(40.6486135510607, -73.9052572032302)","POINT (-73.9052572032302 40.6486135510607)"
"304394096","50","BRONX","08/02/2017","00:00:00","03/18/2025","23:54:00","COMPLETED","(null)",,"73","DISTRICT ATTORNEY OFFICE","345","MISDEMEANOR","INSIDE","OFFENSES RELATED TO CHILDREN","(null)","PATROL BORO BRONX","822","EDUCATION LAW","DOCTOR/DENTIST OFFICE","04/08/2025","(null)","25-44","UNKNOWN","M",,"UNKNOWN","UNKNOWN","E","1009421","260635","40.882032","-73.908974","(40.882032, -73.908974)","POINT (-73.908974 40.882032)"
"306246269","102","QUEENS","08/09/2017","12:00:00","05/09/2025","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS SOUTH","175","SEXUAL ABUSE 3,2","RESIDENCE-HOUSE","05/11/2025","(null)","(null)","(null)","(null)",,"<18","WHITE HISPANIC","F","1030953","194101","40.69932415739","-73.83157088767","(40.69932415739, -73.831570887672)","POINT (-73.831570887672 40.69932415739)"
"310132543","19","MANHATTAN","08/11/2017","22:00:00","08/11/2017","22:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","106","FELONY","INSIDE","FELONY ASSAULT","(null)","PATROL BORO MAN NORTH","105","STRANGULATION 1ST","RESIDENCE - APT. HOUSE","07/23/2025","(null)","UNKNOWN","UNKNOWN","M",,"25-44","WHITE","F","995213","217576","40.763874","-73.960425","(40.763874, -73.960425)","POINT (-73.960425 40.763874)"
"312833352","77","BROOKLYN","08/22/2017","00:01:00","08/22/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","08/22/2025","(null)","UNKNOWN","UNKNOWN","M",,"<18","BLACK","F","1003509","185018","40.67449568653","-73.9305713256","(40.6744956865259, -73.9305713255961)","POINT (-73.9305713255961 40.6744956865259)"
"311303415","7","MANHATTAN","08/23/2017","09:00:00","08/23/2017","21:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO MAN SOUTH","338","LARCENY,PETIT FROM BUILDING,UN","GROCERY/BODEGA","08/16/2025","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE","M","987828","199827","40.715164","-73.987091","(40.715164, -73.987091)","POINT (-73.987091 40.715164)"
"312129485","109","QUEENS","08/30/2017","00:01:00","09/20/2017","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS NORTH","177","SEXUAL ABUSE","RESIDENCE-HOUSE","08/30/2025","(null)","UNKNOWN","ASIAN / PACIFIC ISLANDER","M",,"<18","ASIAN / PACIFIC ISLANDER","F","1032051","217053","40.76231580042","-73.82744800186","(40.7623158004241, -73.8274480018593)","POINT (-73.8274480018593 40.7623158004241)"
